-2.565421266895733687e+00 9.927757910366774574e-02
1.178781865096592885e+00 -7.329745208809212986e-01
-2.522899695071006976e-01 -1.372726646469740519e+00
-1.058378972045901811e+00 9.469885617898331498e-01
1.120207339416660730e+00 -9.125566325461372807e-01
6.481994280090067617e-01 -1.411225367124148811e+00
-1.796046159979665768e+00 4.977959020948753421e-01
2.116633350072795849e+00 1.818748024261260143e+00
1.648052990250477468e+00 2.644960216694169031e+00
-7.731457873926290691e-01 1.160863155014870030e+00
-1.926798011796103660e+00 3.884881059693490180e-01
-3.367729216619632204e+00 -1.645946532613376645e+00
-9.688993034222205258e-01 1.035425789814960584e+00
-1.502457313233851455e+00 5.851332857620730188e-01
-1.719399158803458505e+00 5.768429681521884955e-01
1.560208076945675426e+00 -4.291592863120998746e-01
6.663743309606315890e-01 -1.393590086981069565e+00
-2.273101000879659939e+00 2.169231518503919043e-01
1.401005306619383717e+00 -1.436501116478241080e+00
6.382416419489782555e-01 9.330911479439694123e-01
1.148930242327651507e+00 -8.144416965769116779e-01
1.593051185703690198e+00 -4.042995695771371967e-01
1.327166059214897498e+00 1.330829688005465306e+00
-1.171071943792351799e+00 9.640978217187960997e-01
2.022856196386802807e+00 9.992965039670975713e-02
-3.961791119158081242e-01 -1.662620338844947643e+00
-8.097739657503494337e-01 -1.875565918275128308e-01
-5.101522992575620030e-01 -3.378772463827719452e-01
-7.448574651614774389e-01 -6.063113470645387082e-01
7.722156147921799274e-01 -1.263144124905601240e+00
3.218169655295417542e-01 1.784720500619584094e+00
1.122884869932555318e+00 1.010035824571620111e+00
-1.809714522425923899e+00 3.938389680471459098e-01
-2.237346835558625457e+00 6.008595292286731393e-01
-5.705536842709871825e-01 1.251240896139115932e+00
-6.028582941859698119e-01 1.230671940811665532e+00
4.987907585483729589e-01 5.108615148060957623e-02
1.699036548887395970e-01 5.756980894473644472e-01
-2.728860811569552514e+00 1.291099160205570584e+00
-2.365385713354564601e+00 7.825325424181917011e-02
-2.194122127635006692e+00 2.820792579755320162e-01
3.485859470129875071e-01 -1.687495250107097888e+00
-1.242598727162465222e+00 1.529526646056487138e-01
-1.404342050427317190e+00 7.644224754389317145e-01
-1.189484914622072731e+00 9.128739185448234705e-01
-2.023896828900626055e+00 -1.238755230833025633e+00
1.361856892740249014e+00 2.149143417588717409e+00
-1.946074978929634325e+00 3.297342996524060821e-01
4.098572004378828737e-01 -1.137718589063359653e+00
1.211684616847029883e+00 -7.466909774592959126e-01
-2.954555246636687116e+00 -2.311037171591894701e+00
2.251240131447616921e+00 2.009854523031432638e+00
2.468236293263800007e+00 2.389637822064618167e+00
3.809547899138361338e-01 1.812461765052914675e+00
1.111607707196404782e+00 -9.236337443880608955e-01
1.316275486571097719e+00 1.556903648374578619e+00
8.736297148551444014e-01 -2.174122538096736612e+00
1.126164567999663468e+00 -8.333192589249330817e-01
8.565643135680787168e-01 -1.158758450351941915e+00
-2.786535925982540185e+00 -1.501771807847607221e-01
-6.670209225181156221e-02 -2.001079560456581197e-01
-2.397388969552355142e+00 4.299976159718621460e-02
-2.130621554346697977e+00 2.398576926698290368e-01
-2.806405422011416295e+00 -1.749000962386113578e-01
9.845965973826781292e-01 3.656629891734390903e-01
-1.838222602102953518e+00 -5.773337914528833270e-01
1.767950306027334717e+00 -1.687393679313631267e-01
-1.850734896246228667e+00 -1.386479192269061578e+00
8.163238039500840815e-01 -1.220814432048200837e+00
-1.685672677722551249e+00 -1.812628856873923278e+00
2.013776637897076505e+00 2.119709956542074725e+00
8.728112939550267679e-01 -3.693296721412286931e-01
-1.990245552012865016e+00 3.621487390522604155e-01
-1.510419227895531957e+00 6.297368903040569954e-01
-1.799433806779048295e+00 4.587302064474879648e-01
-1.110354299847720494e+00 9.038297461427788893e-01
8.327848541944197214e-01 -1.187334485014559071e+00
2.378698073079041908e+00 5.134222663974608025e-01
7.845663610586375292e-01 2.217211260421759755e-01
-1.485858862146819614e+00 6.544876734580831190e-01
8.771254634170693176e-01 -1.146263532999659107e+00
1.183280624858938257e+00 -7.824893825289243043e-01
9.331419714455113645e-01 -1.072199770986116629e+00
-1.612069161562216468e+00 5.978020860196818775e-01
-2.032301290908609559e+00 -1.228261768400265908e+00
-2.245269729283749793e-01 1.484080296546038458e+00
-7.654100458037650379e-01 1.178539385965244435e+00
-9.924382470985126936e-02 -2.622962050021921954e-01
-5.742317312546947328e-01 -2.787617693041675171e-01
9.372083558756789667e-01 3.649822859693445665e-01
-3.360337121365716939e+00 4.566528151561008997e-01
-2.094619255620546738e+00 -2.797737820032327960e+00
3.057575006501195292e-01 1.900794504467993029e-01
-9.295907994695014054e-01 -7.672093620551454496e-01
1.388496748500812839e+00 -5.912148956875102890e-01
1.132310248828016119e+00 -8.477619937307135922e-01
-9.401372721768479490e-01 1.125432375527544382e+00
7.823446506962872249e-03 1.712774649340864874e+00
2.438938505328576589e+00 5.242616246131281965e-01
-4.209129948711454183e-01 -1.333992812772072600e+00
-1.126763732515044802e-01 4.485178190711527346e-01
-1.670295620574625772e+00 5.703631489750189409e-01
1.051860704793146084e+00 -9.445158895759689921e-01
-8.475087205915605715e-01 -7.632154909535296960e-01
5.406622093878827862e-01 1.005074224597774180e+00
6.638625061538538930e-02 -1.786230626065343774e-01
-9.040197693928554434e-01 -4.428689776016671020e-01
-5.279069827270523874e-01 -1.853246154497650178e+00
7.717462961470701321e-01 -1.185475277072896905e+00
-1.479964051992212815e+00 6.504636695250411993e-01
-4.457916114078375180e-01 -6.493795757668312518e-01
5.463413095382569917e-01 1.139435255871069641e-01
1.283150539791778844e+00 -6.935755572771962196e-01
7.729148688856257721e-02 1.720210849417163068e+00
-3.279567861241739823e+00 -3.079132144888038880e+00
-1.741602186429726640e+00 5.267610062627403611e-01
1.767230889498705437e-03 1.634067325566282536e+00
-2.025745584018924017e+00 -6.007321055602787840e-01
7.539489981501398264e-01 -1.252449180962961428e+00
1.259288958444999107e+00 -7.010454892982772579e-01
-4.135584523781810073e-01 1.338605699466416388e+00
-1.669817887532600853e+00 -2.110152840247178752e+00
1.543444929116415398e-01 -5.892865338176145329e-02
1.982744869222141659e-02 -2.113011518332534422e+00
-1.778218193501694522e+00 -9.461686538154745474e-01
-1.034047030448305149e+00 -6.367823105864388600e-01
6.756674520303180831e-01 1.595721168785657618e-01
9.825950530793219340e-01 7.090271919775343878e-01
1.861581369490310056e+00 -4.065035297002717041e-02
-3.111979225166261465e-02 4.816006480876962037e-01
1.835776485659590174e+00 -1.017436493011858456e-01
1.158538867537993733e+00 1.320804893694222049e+00
1.556771050079923668e+00 -3.991637387851513230e-01
-2.978634161049814821e+00 -1.853151900665477303e-01
-9.569003398714637232e-02 1.539661165778082541e+00
1.607081319750979009e+00 1.919642531365074678e+00
4.691857141592761238e-01 9.228668152698449312e-02
-1.786137199521592445e+00 4.320484684534980913e-01
-1.688876229756797187e-02 1.644029900065215433e+00
-1.773087748446080747e+00 6.077442008742099944e-01
-5.284585603337221826e-03 1.662441992526033641e+00
8.443399414606556075e-02 -1.976160865937008015e+00
6.917792985160831076e-01 -1.316820937796330027e+00
-4.339793252368113752e-01 -3.327340323268601630e-02
1.252171842268101631e+00 -7.453179499286436416e-01
1.084723371029629124e+00 -9.498147743791035547e-01
4.128466417342320227e-01 -1.600211233648993758e+00
1.096666099073712930e+00 7.620408569941737875e-01
-2.881378870044972729e-01 -9.074046066775599551e-01
1.067676506836318984e+00 -9.624047367603860703e-01
-9.121865950972227743e-01 9.422158875292222513e-01
1.835679145284344838e+00 1.777764446081825822e+00
5.032072801257247985e-01 -1.518629250866476266e+00
-1.392843858562338166e+00 1.103186158107096304e+00
-6.190943971031526161e-02 -1.502202372102116046e-01
1.812903532977862220e+00 1.960999376551002094e+00
1.531380182625867725e-01 -1.945781138555993106e+00
5.035679366641041543e-01 3.407759129952265820e-01
-1.886595661535292345e+00 -1.731116195573408900e-01
-1.768218484721157058e+00 5.538364189952202921e-01
1.152323157445289681e+00 1.060768209287523245e+00
-1.264934354673860284e+00 7.704953668962928326e-01
5.621100000244134698e-01 -1.539484830944608529e+00
1.837474763908418129e+00 -8.735229533562516302e-02
6.523683663812676059e-01 6.738773428395949949e-01
-5.886806026415780657e-01 -1.846584711561254810e+00
-9.325853647508443034e-01 -2.433067751318090721e+00
-2.394844527869937068e+00 -7.491023425559399929e-01
-4.180471739866493674e-01 1.345169113758820645e+00
-1.078223057615020686e+00 3.549985307203045171e-01
8.950969905118588699e-01 -1.070246845238864930e+00
1.983542061233251275e+00 2.366043219531783315e+00
-7.164087580012545864e-01 -2.799491708139116408e+00
-1.569178238144080861e+00 -6.858796593580263057e-01
1.844656725879024517e+00 1.734682400427572935e+00
7.275417386661890973e-01 -1.179209888883967050e+00
9.914263096913962237e-01 -1.028216006711549779e+00
-1.974088219209584771e+00 -4.215333344760945344e-01
-4.639205081215670434e-01 -3.376385111856493815e+00
1.113658964420321640e+00 -8.535211865706681111e-01
